cliente_id,producto,fecha_contratacion
125,cuenta_nomina,2022-05-16
125,cuenta_ahorro,2024-11-13
125,tarjeta_credito,2022-10-21
126,cuenta_nomina,2020-09-19
126,cuenta_ahorro,2021-05-16
126,tarjeta_credito,2024-06-12
127,cuenta_nomina,2024-08-05
127,cuenta_ahorro,2023-12-15
127,tarjeta_credito,2023-07-22
128,cuenta_nomina,2024-05-13
129,cuenta_nomina,2023-01-29
129,cuenta_ahorro,2023-07-24
130,cuenta_nomina,2023-04-11
130,cuenta_ahorro,2023-05-20
130,tarjeta_credito,2024-08-30
130,prestamo_personal,2024-10-21
131,cuenta_nomina,2022-07-25
131,cuenta_ahorro,2024-08-20
131,tarjeta_credito,2024-09-01
132,cuenta_nomina,2021-03-31
132,cuenta_ahorro,2022-01-22
132,prestamo_personal,2022-09-15
132,seguro_vida,2022-07-04
133,cuenta_nomina,2023-05-15
134,cuenta_nomina,2024-01-11
134,cuenta_ahorro,2023-04-25
135,cuenta_nomina,2024-12-07
135,cuenta_ahorro,2024-08-23
135,tarjeta_credito,2022-06-05
135,prestamo_personal,2023-12-28
135,seguro_vida,2023-10-23
136,cuenta_ahorro,2024-12-05
137,cuenta_nomina,2024-09-22
137,cuenta_ahorro,2023-01-02
138,cuenta_nomina,2021-11-12
138,cuenta_ahorro,2024-10-28
139,cuenta_nomina,2024-01-14
139,cuenta_ahorro,2024-02-28
139,prestamo_personal,2024-03-20
140,cuenta_nomina,2023-12-20
140,cuenta_ahorro,2024-01-12
141,cuenta_nomina,2023-05-23
141,cuenta_ahorro,2024-03-04
141,prestamo_personal,2024-02-05
142,cuenta_nomina,2024-08-26
143,cuenta_nomina,2023-12-02
143,cuenta_ahorro,2024-10-21
143,tarjeta_credito,2024-02-18
144,cuenta_nomina,2022-06-11
144,cuenta_ahorro,2023-03-07
145,cuenta_nomina,2023-07-04
145,cuenta_ahorro,2023-10-21
145,seguro_vida,2023-06-26
147,cuenta_nomina,2024-08-08
147,cuenta_ahorro,2023-10-14
148,cuenta_nomina,2023-05-18
148,cuenta_ahorro,2024-04-20
149,cuenta_nomina,2021-12-26
149,tarjeta_credito,2022-08-29
150,cuenta_nomina,2021-08-29
150,cuenta_ahorro,2021-03-03
150,tarjeta_credito,2020-03-13
151,cuenta_nomina,2023-09-30
152,prestamo_personal,2024-08-15
153,cuenta_nomina,2024-08-09
153,inversion,2024-04-15
153,prestamo_personal,2024-12-30
153,seguro_vida,2024-12-20
154,cuenta_nomina,2024-01-16
154,cuenta_ahorro,2024-12-04
154,tarjeta_credito,2023-04-10
155,cuenta_nomina,2024-11-19
156,cuenta_nomina,2024-07-01
156,cuenta_ahorro,2023-12-22
156,tarjeta_credito,2024-04-18
156,inversion,2023-11-30
156,prestamo_personal,2024-12-19
156,seguro_vida,2024-12-08
157,cuenta_nomina,2022-12-25
157,prestamo_personal,2021-02-12
158,cuenta_nomina,2024-12-08
159,cuenta_nomina,2024-12-06
159,tarjeta_credito,2023-11-07
160,cuenta_nomina,2020-09-14
160,seguro_vida,2021-10-18
161,cuenta_nomina,2024-10-23
161,tarjeta_credito,2024-09-05
161,seguro_vida,2024-10-27
162,cuenta_nomina,2023-12-30
162,cuenta_ahorro,2024-09-21
162,tarjeta_credito,2023-05-18
162,inversion,2023-11-22
162,prestamo_personal,2023-08-13
163,cuenta_nomina,2024-01-16
163,prestamo_personal,2024-02-02
164,cuenta_nomina,2024-11-06
164,tarjeta_credito,2023-11-25
165,cuenta_nomina,2023-12-23
165,prestamo_personal,2024-09-07
166,cuenta_nomina,2024-03-15
167,cuenta_nomina,2023-09-25
168,cuenta_nomina,2022-04-03
168,cuenta_ahorro,2023-04-27
168,prestamo_personal,2024-09-16
169,cuenta_nomina,2023-03-05
169,cuenta_ahorro,2023-12-13
169,tarjeta_credito,2024-11-09
170,cuenta_nomina,2024-10-21
170,cuenta_ahorro,2024-09-25
170,tarjeta_credito,2024-10-06
170,inversion,2024-10-19
171,cuenta_nomina,2024-09-27
171,prestamo_personal,2024-04-15
171,seguro_vida,2023-08-08
173,cuenta_nomina,2024-12-09
173,tarjeta_credito,2024-12-08
173,prestamo_personal,2024-12-06
173,seguro_vida,2024-12-11
174,cuenta_nomina,2023-03-02
174,tarjeta_credito,2024-06-21
175,cuenta_nomina,2023-03-03
176,cuenta_nomina,2023-02-22
176,cuenta_ahorro,2024-03-20
176,seguro_vida,2022-11-13
177,cuenta_nomina,2024-02-11
177,cuenta_ahorro,2024-11-11
178,cuenta_nomina,2024-09-06
178,cuenta_ahorro,2022-03-10
179,cuenta_nomina,2024-05-25
179,inversion,2024-05-23
179,seguro_vida,2023-02-24
180,cuenta_nomina,2024-12-02
180,cuenta_ahorro,2024-12-31
181,cuenta_nomina,2024-11-09
181,tarjeta_credito,2024-09-29
181,inversion,2024-09-29
181,seguro_vida,2024-10-25
182,cuenta_nomina,2024-08-07
182,tarjeta_credito,2024-12-24
182,seguro_vida,2024-04-25
183,cuenta_nomina,2023-09-04
183,cuenta_ahorro,2024-10-01
184,cuenta_nomina,2021-11-25
184,cuenta_ahorro,2024-07-07
185,cuenta_nomina,2020-10-13
185,cuenta_ahorro,2023-06-03
185,tarjeta_credito,2020-06-29
185,prestamo_personal,2021-09-11
186,cuenta_nomina,2024-11-11
186,cuenta_ahorro,2024-08-18
187,cuenta_nomina,2023-03-08
188,cuenta_nomina,2024-12-27
188,cuenta_ahorro,2024-12-29
188,tarjeta_credito,2024-12-31
188,inversion,2024-12-29
189,cuenta_nomina,2024-01-04
189,cuenta_ahorro,2024-06-05
189,tarjeta_credito,2023-05-01
189,inversion,2023-07-26
189,seguro_vida,2023-11-08
190,cuenta_nomina,2022-10-03
190,prestamo_personal,2023-11-16
191,cuenta_nomina,2024-03-01
191,tarjeta_credito,2022-03-30
192,cuenta_nomina,2020-08-28
192,prestamo_personal,2021-07-01
193,cuenta_ahorro,2024-12-31
193,tarjeta_credito,2024-10-04
194,cuenta_nomina,2022-07-22
194,tarjeta_credito,2022-05-20
195,cuenta_nomina,2023-08-18
195,tarjeta_credito,2024-11-04
196,tarjeta_credito,2024-10-17
197,cuenta_nomina,2024-10-27
197,cuenta_ahorro,2022-07-04
198,cuenta_nomina,2021-09-10
198,tarjeta_credito,2020-10-18
199,cuenta_nomina,2024-08-06
199,tarjeta_credito,2022-11-15
199,prestamo_personal,2021-12-21
199,seguro_vida,2023-11-09
200,cuenta_nomina,2024-06-15
200,cuenta_ahorro,2024-09-06
201,cuenta_nomina,2021-05-04
201,tarjeta_credito,2023-04-25
201,prestamo_personal,2024-12-06
202,cuenta_nomina,2023-11-07
202,cuenta_ahorro,2024-08-30
202,tarjeta_credito,2024-10-05
202,inversion,2024-08-13
202,prestamo_personal,2022-11-08
202,seguro_vida,2024-11-11
203,cuenta_nomina,2022-04-09
203,cuenta_ahorro,2022-08-31
203,tarjeta_credito,2024-04-18
204,cuenta_nomina,2024-11-11
204,cuenta_ahorro,2024-10-13
205,cuenta_nomina,2022-01-10
205,cuenta_ahorro,2022-08-13
205,prestamo_personal,2023-03-22
206,tarjeta_credito,2024-10-27
206,prestamo_personal,2024-10-10
207,cuenta_nomina,2024-08-04
207,tarjeta_credito,2024-08-02
208,cuenta_nomina,2024-12-16
208,cuenta_ahorro,2024-09-29
208,tarjeta_credito,2024-08-04
208,seguro_vida,2024-08-12
209,cuenta_nomina,2021-03-18
209,cuenta_ahorro,2021-06-09
210,cuenta_nomina,2024-01-20
210,tarjeta_credito,2024-04-23
211,cuenta_nomina,2023-07-23
211,prestamo_personal,2023-11-26
212,cuenta_nomina,2024-04-09
212,cuenta_ahorro,2024-08-28
213,cuenta_nomina,2021-12-10
213,tarjeta_credito,2024-02-08
213,seguro_vida,2024-09-23
214,cuenta_nomina,2024-10-14
214,cuenta_ahorro,2024-12-18
214,prestamo_personal,2024-12-03
215,cuenta_nomina,2024-12-26
216,cuenta_nomina,2024-04-30
216,tarjeta_credito,2023-02-26
216,seguro_vida,2024-09-09
217,cuenta_nomina,2024-03-24
218,cuenta_nomina,2024-03-16
218,cuenta_ahorro,2024-11-23
218,prestamo_personal,2024-12-08
219,cuenta_nomina,2023-02-25
219,prestamo_personal,2024-09-22
220,cuenta_nomina,2024-10-20
221,cuenta_nomina,2024-10-06
221,cuenta_ahorro,2024-01-08
221,tarjeta_credito,2023-02-06
222,seguro_vida,2024-12-14
223,cuenta_nomina,2023-01-07
223,cuenta_ahorro,2023-01-09
223,prestamo_personal,2023-10-29
223,seguro_vida,2023-03-22
224,cuenta_nomina,2024-05-14
224,cuenta_ahorro,2024-01-09
225,cuenta_nomina,2023-10-09
226,cuenta_nomina,2022-05-07
226,cuenta_ahorro,2021-06-13
227,cuenta_nomina,2024-12-10
227,cuenta_ahorro,2024-08-30
227,tarjeta_credito,2024-08-21
227,inversion,2024-08-19
227,seguro_vida,2024-12-12
228,cuenta_nomina,2024-01-10
228,tarjeta_credito,2023-11-27
228,prestamo_personal,2022-07-20
229,cuenta_nomina,2024-08-31
229,cuenta_ahorro,2024-12-05
230,cuenta_nomina,2024-10-10
231,cuenta_nomina,2024-04-29
231,cuenta_ahorro,2024-06-23
231,tarjeta_credito,2023-04-16
232,cuenta_nomina,2023-05-30
233,cuenta_nomina,2022-07-24
233,cuenta_ahorro,2023-08-19
234,cuenta_nomina,2022-07-30
234,prestamo_personal,2022-05-13
235,cuenta_nomina,2020-12-24
235,cuenta_ahorro,2024-04-13
236,cuenta_nomina,2021-10-06
236,cuenta_ahorro,2022-08-01
237,cuenta_nomina,2021-09-05
237,cuenta_ahorro,2023-03-15
238,cuenta_nomina,2023-02-10
238,cuenta_ahorro,2023-08-30
238,tarjeta_credito,2024-02-11
238,inversion,2023-11-21
238,prestamo_personal,2023-08-01
238,seguro_vida,2023-04-03
239,cuenta_nomina,2024-11-27
239,tarjeta_credito,2024-06-08
239,prestamo_personal,2023-08-24
240,cuenta_nomina,2023-01-01
240,prestamo_personal,2021-08-09
241,cuenta_nomina,2024-12-12
242,cuenta_nomina,2024-10-29
242,prestamo_personal,2024-12-01
243,cuenta_nomina,2023-09-02
243,tarjeta_credito,2024-08-09
244,cuenta_nomina,2021-06-15
244,cuenta_ahorro,2023-07-17
244,tarjeta_credito,2023-04-12
245,cuenta_nomina,2023-06-11
245,cuenta_ahorro,2022-12-21
245,tarjeta_credito,2024-09-15
246,cuenta_nomina,2022-01-14
246,cuenta_ahorro,2024-07-02
246,tarjeta_credito,2023-03-14
247,cuenta_nomina,2022-10-23
247,cuenta_ahorro,2022-02-12
247,seguro_vida,2024-08-08
248,cuenta_nomina,2024-12-31
248,tarjeta_credito,2024-09-13
248,prestamo_personal,2022-07-22
249,cuenta_nomina,2024-01-10
249,cuenta_ahorro,2023-05-09
249,tarjeta_credito,2023-09-05
250,cuenta_nomina,2023-04-14
250,cuenta_ahorro,2023-06-26
251,cuenta_nomina,2020-08-14
251,inversion,2022-07-24
252,cuenta_nomina,2023-09-24
252,cuenta_ahorro,2023-09-23
253,cuenta_nomina,2023-05-26
253,tarjeta_credito,2024-07-18
254,tarjeta_credito,2024-06-03
254,prestamo_personal,2024-05-30
255,cuenta_nomina,2024-09-30
255,cuenta_ahorro,2022-11-20
255,tarjeta_credito,2022-10-14
256,cuenta_nomina,2021-10-21
257,cuenta_nomina,2024-10-18
257,cuenta_ahorro,2024-11-22
257,tarjeta_credito,2024-03-05
257,inversion,2023-06-29
257,prestamo_personal,2024-10-31
257,seguro_vida,2023-08-17
258,cuenta_nomina,2024-01-23
258,prestamo_personal,2023-12-27
259,cuenta_nomina,2023-10-03
259,prestamo_personal,2024-04-27
260,cuenta_nomina,2024-03-11
261,cuenta_nomina,2023-11-08
262,cuenta_nomina,2023-09-10
262,cuenta_ahorro,2024-06-14
262,tarjeta_credito,2022-07-10
262,inversion,2022-05-28
262,prestamo_personal,2023-09-16
262,seguro_vida,2024-07-06
263,cuenta_nomina,2024-12-11
263,cuenta_ahorro,2024-12-11
263,tarjeta_credito,2024-12-12
263,inversion,2024-12-24
263,prestamo_personal,2024-12-05
263,seguro_vida,2024-12-27
264,cuenta_nomina,2024-01-23
264,inversion,2024-04-16
265,cuenta_nomina,2024-02-11
265,prestamo_personal,2024-08-03
266,cuenta_nomina,2024-02-20
267,cuenta_nomina,2023-06-23
267,seguro_vida,2023-08-29
268,cuenta_nomina,2022-09-13
268,cuenta_ahorro,2024-02-16
269,cuenta_nomina,2022-03-01
269,cuenta_ahorro,2023-08-24
269,seguro_vida,2023-04-24
270,cuenta_nomina,2024-08-30
270,cuenta_ahorro,2024-04-20
270,tarjeta_credito,2024-11-15
270,inversion,2023-09-26
270,prestamo_personal,2024-01-17
270,seguro_vida,2024-08-31
271,cuenta_nomina,2024-04-20
271,prestamo_personal,2024-07-07
272,cuenta_nomina,2021-02-25
272,cuenta_ahorro,2022-02-05
272,tarjeta_credito,2021-11-14
273,cuenta_nomina,2024-02-29
273,tarjeta_credito,2024-09-16
274,cuenta_nomina,2024-12-25
275,cuenta_nomina,2024-11-06
275,tarjeta_credito,2024-12-22
276,cuenta_nomina,2021-03-26
277,cuenta_nomina,2022-11-03
277,seguro_vida,2021-10-15
278,cuenta_nomina,2023-09-14
279,cuenta_nomina,2024-03-31
279,cuenta_ahorro,2023-12-28
280,cuenta_nomina,2024-12-28
280,cuenta_ahorro,2024-02-02
280,tarjeta_credito,2024-12-11
281,cuenta_nomina,2024-08-26
281,prestamo_personal,2021-03-21
282,cuenta_nomina,2023-06-04
282,cuenta_ahorro,2023-07-30
283,cuenta_nomina,2022-08-28
284,cuenta_nomina,2020-12-09
285,cuenta_nomina,2021-09-07
286,cuenta_nomina,2022-10-27
286,cuenta_ahorro,2023-03-11
286,tarjeta_credito,2022-09-13
286,inversion,2024-10-05
286,prestamo_personal,2023-04-24
286,seguro_vida,2022-07-01
287,cuenta_nomina,2023-01-31
287,cuenta_ahorro,2021-08-05
287,tarjeta_credito,2023-06-17
287,inversion,2024-07-23
288,tarjeta_credito,2024-09-02
288,prestamo_personal,2024-09-18
289,cuenta_nomina,2023-06-04
289,cuenta_ahorro,2023-03-11
289,tarjeta_credito,2024-02-16
290,cuenta_nomina,2023-09-09
290,cuenta_ahorro,2024-12-28
290,tarjeta_credito,2024-08-25
290,prestamo_personal,2024-12-06
290,seguro_vida,2022-10-23
291,cuenta_nomina,2024-02-22
291,cuenta_ahorro,2024-09-28
291,tarjeta_credito,2023-12-03
291,inversion,2024-01-10
291,prestamo_personal,2024-01-03
291,seguro_vida,2024-02-21
292,cuenta_nomina,2024-01-09
292,cuenta_ahorro,2022-12-23
293,cuenta_nomina,2023-06-02
294,cuenta_nomina,2024-09-11
295,cuenta_ahorro,2024-06-16
295,tarjeta_credito,2024-06-18
296,seguro_vida,2024-11-30
297,prestamo_personal,2023-12-14
298,cuenta_nomina,2024-06-28
298,tarjeta_credito,2023-05-04
299,cuenta_nomina,2023-04-04
300,cuenta_nomina,2023-03-10
301,cuenta_nomina,2022-06-10
302,cuenta_nomina,2023-04-10
302,cuenta_ahorro,2021-03-31
302,tarjeta_credito,2023-12-26
303,cuenta_nomina,2024-12-20
303,tarjeta_credito,2024-06-29
304,cuenta_nomina,2023-10-26
304,cuenta_ahorro,2023-02-12
304,tarjeta_credito,2024-01-19
305,cuenta_nomina,2024-11-16
305,prestamo_personal,2020-03-03
306,cuenta_nomina,2023-11-05
306,cuenta_ahorro,2021-11-22
306,prestamo_personal,2024-04-04
307,cuenta_nomina,2024-01-24
307,tarjeta_credito,2021-02-07
308,cuenta_nomina,2024-10-11
309,cuenta_nomina,2024-02-14
309,prestamo_personal,2022-07-16
310,cuenta_nomina,2024-08-25
310,cuenta_ahorro,2022-06-28
310,seguro_vida,2024-05-27
311,cuenta_ahorro,2024-12-15
311,prestamo_personal,2024-09-17
312,cuenta_nomina,2024-10-08
313,cuenta_nomina,2023-02-11
314,cuenta_nomina,2022-03-26
315,cuenta_nomina,2023-06-12
315,cuenta_ahorro,2024-11-29
316,cuenta_ahorro,2024-12-28
317,cuenta_nomina,2024-07-29
318,cuenta_nomina,2024-07-06
318,cuenta_ahorro,2023-03-01
318,tarjeta_credito,2023-10-30
319,cuenta_nomina,2023-06-11
319,cuenta_ahorro,2024-09-27
320,cuenta_ahorro,2024-11-02
320,inversion,2024-09-23
320,seguro_vida,2024-10-22
321,cuenta_nomina,2024-09-13
321,cuenta_ahorro,2024-10-04
322,cuenta_nomina,2022-07-08
322,cuenta_ahorro,2024-10-26
323,cuenta_nomina,2024-11-30
323,prestamo_personal,2024-04-12
324,cuenta_nomina,2024-10-22
324,cuenta_ahorro,2022-06-07
324,prestamo_personal,2023-02-27
325,cuenta_nomina,2023-10-25
325,tarjeta_credito,2022-09-20
326,cuenta_nomina,2023-10-11
326,cuenta_ahorro,2024-11-27
326,tarjeta_credito,2024-09-04
326,inversion,2024-06-18
326,prestamo_personal,2023-06-15
327,cuenta_nomina,2024-08-15
327,tarjeta_credito,2024-11-18
327,prestamo_personal,2024-05-27
328,cuenta_nomina,2024-03-15
328,tarjeta_credito,2024-08-05
328,prestamo_personal,2024-10-09
328,seguro_vida,2023-11-08
329,cuenta_nomina,2023-12-24
330,cuenta_nomina,2022-10-28
331,cuenta_nomina,2021-09-12
331,seguro_vida,2022-10-15
332,cuenta_nomina,2024-12-15
332,tarjeta_credito,2024-12-22
333,cuenta_nomina,2022-07-03
